Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide,Woody biomass
2.01000000000000E+03,3.00397666500000E+05,1.58889583350000E+06,4.05868392000000E+05,2.02892328000000E+05,1.51800807600000E+06,9.25071693170400E+05
2.01100000000000E+03,2.90135216800800E+05,1.53461457439920E+06,3.96682552800000E+05,1.94937408000000E+05,1.41657865920000E+06,9.30139808708880E+05
2.01200000000000E+03,2.79872767101600E+05,1.48033331529840E+06,3.87496713600000E+05,1.86982488000000E+05,1.31514924240000E+06,9.35207924247360E+05
2.01300000000000E+03,2.69610317402400E+05,1.42605205619760E+06,3.78310874400000E+05,1.79027568000000E+05,1.21371982560000E+06,9.40276039785840E+05
2.01400000000000E+03,2.59347867703200E+05,1.37177079709680E+06,3.69125035200000E+05,1.71072648000000E+05,1.11229040880000E+06,9.45344155324320E+05
2.01500000000000E+03,2.49085418004000E+05,1.31748953799600E+06,3.59939196000000E+05,1.63117728000000E+05,1.01086099200000E+06,9.50412270862800E+05
2.01600000000000E+03,2.40214283812800E+05,1.27056737538720E+06,3.62267056800000E+05,1.56510957600000E+05,8.76297240000000E+05,9.53674362491760E+05
2.01700000000000E+03,2.31343149621600E+05,1.22364521277840E+06,3.64594917600000E+05,1.49904187200000E+05,7.41733488000000E+05,9.56936454120720E+05
2.01800000000000E+03,2.22472015430400E+05,1.17672305016960E+06,3.66922778400000E+05,1.43297416800000E+05,6.07169736000000E+05,9.60198545749680E+05
2.01900000000000E+03,2.13600881239200E+05,1.12980088756080E+06,3.69250639200000E+05,1.36690646400000E+05,4.72605984000000E+05,9.63460637378640E+05
2.02000000000000E+03,2.04729747048000E+05,1.08287872495200E+06,3.71578500000000E+05,1.30083876000000E+05,3.38042232000000E+05,9.66722729007600E+05
2.02100000000000E+03,1.99808883777600E+05,1.05685076262240E+06,3.57887664000000E+05,1.27086127200000E+05,2.70433785600000E+05,9.65979072103680E+05
2.02200000000000E+03,1.94888020507200E+05,1.03082280029280E+06,3.44196828000000E+05,1.24088378400000E+05,2.02825339200000E+05,9.65235415199760E+05
2.02300000000000E+03,1.89967157236800E+05,1.00479483796320E+06,3.30505992000000E+05,1.21090629600000E+05,1.35216892800000E+05,9.64491758295840E+05
2.02400000000000E+03,1.85046293966400E+05,9.78766875633600E+05,3.16815156000000E+05,1.18092880800000E+05,6.76084464000000E+04,9.63748101391920E+05
2.02500000000000E+03,1.80125430696000E+05,9.52738913304000E+05,3.03124320000000E+05,1.15095132000000E+05,0.00000000000000E+00,9.63004444488000E+05
2.02600000000000E+03,1.62284638536000E+05,8.58373465464000E+05,2.92414485600000E+05,1.12884501600000E+05,0.00000000000000E+00,9.62716980474720E+05
2.02700000000000E+03,1.44443846376000E+05,7.64008017624000E+05,2.81704651200000E+05,1.10673871200000E+05,0.00000000000000E+00,9.62429516461440E+05
2.02800000000000E+03,1.26603054216000E+05,6.69642569784000E+05,2.70994816800000E+05,1.08463240800000E+05,0.00000000000000E+00,9.62142052448160E+05
2.02900000000000E+03,1.08762262056000E+05,5.75277121944000E+05,2.60284982400000E+05,1.06252610400000E+05,0.00000000000000E+00,9.61854588434880E+05
2.03000000000000E+03,9.09214698960000E+04,4.80911674104000E+05,2.49575148000000E+05,1.04041980000000E+05,0.00000000000000E+00,9.61567124421600E+05
2.03100000000000E+03,8.81574785136000E+04,4.66292071886400E+05,2.37173846400000E+05,9.38596824000000E+04,0.00000000000000E+00,9.64266786459360E+05
2.03200000000000E+03,8.53934871312000E+04,4.51672469668800E+05,2.24772544800000E+05,8.36773848000000E+04,0.00000000000000E+00,9.66966448497120E+05
2.03300000000000E+03,8.26294957488000E+04,4.37052867451200E+05,2.12371243200000E+05,7.34950872000000E+04,0.00000000000000E+00,9.69666110534880E+05
2.03400000000000E+03,7.98655043664000E+04,4.22433265233600E+05,1.99969941600000E+05,6.33127896000000E+04,0.00000000000000E+00,9.72365772572640E+05
2.03500000000000E+03,7.71015129840000E+04,4.07813663016000E+05,1.87568640000000E+05,5.31304920000000E+04,0.00000000000000E+00,9.75065434610400E+05
2.03600000000000E+03,7.16054838768000E+04,3.78743471323200E+05,1.72119348000000E+05,4.76625312000000E+04,0.00000000000000E+00,9.78702479300160E+05
2.03700000000000E+03,6.61094547696000E+04,3.49673279630400E+05,1.56670056000000E+05,4.21945704000000E+04,0.00000000000000E+00,9.82339523989920E+05
2.03800000000000E+03,6.06134256624000E+04,3.20603087937600E+05,1.41220764000000E+05,3.67266096000000E+04,0.00000000000000E+00,9.85976568679680E+05
2.03900000000000E+03,5.51173965552000E+04,2.91532896244800E+05,1.25771472000000E+05,3.12586488000000E+04,0.00000000000000E+00,9.89613613369440E+05
2.04000000000000E+03,4.96213674480000E+04,2.62462704552000E+05,1.10322180000000E+05,2.57906880000000E+04,0.00000000000000E+00,9.93250658059200E+05
2.04100000000000E+03,4.57150328064000E+04,2.41800896793600E+05,1.08312516000000E+05,2.06325504000000E+04,0.00000000000000E+00,1.00317441573504E+06
2.04200000000000E+03,4.18086981648000E+04,2.21139089035200E+05,1.06302852000000E+05,1.54744128000000E+04,0.00000000000000E+00,1.01309817341088E+06
2.04300000000000E+03,3.79023635232000E+04,2.00477281276800E+05,1.04293188000000E+05,1.03162752000000E+04,0.00000000000000E+00,1.02302193108672E+06
2.04400000000000E+03,3.39960288816000E+04,1.79815473518400E+05,1.02283524000000E+05,5.15813760000000E+03,0.00000000000000E+00,1.03294568876256E+06
2.04500000000000E+03,3.00896942400000E+04,1.59153665760000E+05,1.00273860000000E+05,0.00000000000000E+00,0.00000000000000E+00,1.04286944643840E+06
2.04600000000000E+03,2.89699848216000E+04,1.53231177578400E+05,9.74519568000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.04266322225496E+06
2.04700000000000E+03,2.78502754032000E+04,1.47308689396800E+05,9.46300536000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.04245699807152E+06
2.04800000000000E+03,2.67305659848000E+04,1.41386201215200E+05,9.18081504000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.04225077388808E+06
2.04900000000000E+03,2.56108565664000E+04,1.35463713033600E+05,8.89862472000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.04204454970464E+06
2.05000000000000E+03,2.44911471480000E+04,1.29541224852000E+05,8.61643440000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.04183832552120E+06
