nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,1464613.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4865.4,88725.6,72.0,200329.2,33912.0,107705.587,789.0,231437.0,0.0,10898.0,10706.0,11589.615,0.0,75511.509,0.0,0.0,0.0,0.0,36115.0,2412.0,10706.0,637147.224,0.0,0.0
Recovered and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,5441480.431,31008.0,22815.0,154910.7,0.0,0.0,0.0,22994.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2804616.9,0.0,135184.5,850.0,0.0,0.0,0.0,58746.6,63703.4,221.5,0.0,73867.5,0.0,40717.5,215215.0,276457.2,2010.0,4542.6,2291.4,23010.0,1246.2,14150.4,1355409.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.626,0.0,69169.027,798.672,0.0,0.0,126.168,0.0,0.0,0.0,0.0,0.0,67395.024
Exports,1231373.405,22480.8,0.0,15359.75,0.0,0.0,0.0,3909.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141322.5,595.0,0.0,0.0,0.0,26156.9,209982.0,0.0,0.0,17684.1,0.0,61899.5,256882.0,109120.4,8482.2,6391.8,43496.4,71272.5,1929.6,62229.6,40962.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5910.3,0.0,82272.61,342.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42690.65
Change in stock,-57902.642,2585.0,2340.0,10680.0,9768.6,0.0,0.0,-10116.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29398.5,0.0,-11335.5,-255.0,0.0,0.0,0.0,709.5,-12758.4,0.0,0.0,1984.5,438.0,-356.0,-5676.0,-1010.0,-80.4,804.0,-442.2,5720.0,160.8,1165.8,-24231.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-224.532,0.0,2082.214,-456.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,5616817.52,11112.2,25155.0,150230.95,9768.6,0.0,0.0,8968.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2776910.4,0.0,-17473.5,0.0,0.0,0.0,0.0,33299.2,-159037.0,221.5,0.0,58167.9,438.0,-21538.0,-47343.0,166326.8,-6552.6,-1045.2,-41647.2,-42542.5,-522.6,-46913.4,1295081.092,88725.6,72.0,200329.2,33912.0,107705.587,789.0,231437.0,0.0,10898.0,10706.0,5477.409,0.0,64490.14,0.0,0.0,0.0,126.168,36115.0,2412.0,10706.0,637147.224,0.0,24704.374
International maritime bunkers,300838.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68542.0,230805.2,0.0,0.0,0.0,0.0,0.0,0.0,1491.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,5315979.02,11112.2,25155.0,150230.95,9768.6,0.0,0.0,8968.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2776910.4,0.0,-17473.5,0.0,0.0,0.0,0.0,33299.2,-159037.0,221.5,0.0,58167.9,438.0,-21538.0,-115885.0,-64478.4,-6552.6,-1045.2,-41647.2,-42542.5,-522.6,-46913.4,1293589.792,88725.6,72.0,200329.2,33912.0,107705.587,789.0,231437.0,0.0,10898.0,10706.0,5477.409,0.0,64490.14,0.0,0.0,0.0,126.168,36115.0,2412.0,10706.0,637147.224,0.0,24704.374
International aviation,204756.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204756.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,5111222.72,11112.2,25155.0,150230.95,9768.6,0.0,0.0,8968.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2776910.4,0.0,-17473.5,0.0,0.0,0.0,0.0,33299.2,-159037.0,221.5,0.0,-146588.4,438.0,-21538.0,-115885.0,-64478.4,-6552.6,-1045.2,-41647.2,-42542.5,-522.6,-46913.4,1293589.792,88725.6,72.0,200329.2,33912.0,107705.587,789.0,231437.0,0.0,10898.0,10706.0,5477.409,0.0,64490.14,0.0,0.0,0.0,126.168,36115.0,2412.0,10706.0,637147.224,0.0,24704.374
