Key,Value,Source
country,pl,
base_year,2012,
services_final_demand_space_heating,196098.899703298,Based on Fleiter et al. (2010) and source analysis
services_final_demand_space_cooling,8090.7929113924,Based on Fleiter et al. (2010) and source analysis
services_final_demand_lighting,72817.1362025316,Based on Fleiter et al. (2010) and source analysis
services_space_heating_share_gas_fired_heaters,0.522775825099843,Based on Fleiter et al. (2010) and source analysis
services_space_heating_share_electric_heat_pump_with_storage,0,Assumption
services_space_heating_share_gas_fired_heat_pumps,0,Assumption
services_space_heating_share_electric_heaters,0.169083239128551,Based on Fleiter et al. (2010) and source analysis
services_space_heating_share_coal_fired_heater,0.18985945867099,Based on Fleiter et al. (2010) and source analysis
services_space_heating_share_oil_fired_heater,0.118281477100616,Based on Fleiter et al. (2010) and source analysis
services_space_cooling_share_gas_fired_heat_pump,0,Assumption
services_space_cooling_share_electric_heat_pump,0,Assumption
services_space_cooling_share_airco,1,Assumption
services_lighting_incandescent_lamp,0,
services_lighting_fluorescent_lamp,0,
services_lighting_fluorescent_tube,0.8,Assumption
services_lighting_efficient_fluorescent_tube,0.2,Assumption
services_lighting_LED_tube,0,Assumption
services_biomass_used_in space_heating,1,
services_biomass_used_in appliances,0,
services_savings_lighting_motion_detection,0.039,
services_savings_lighting_daylight_control,0.053,
