Key,Value,Source
country,es,
base_year,2012,
chp_allocation_protermo,0,
chp_allocation_iea,1,
chp_allocation_decc,0,
chp_total_heat_produciton,172689,EEA
chp_total_fuel_input,393000,EEA
chp_agriculture_unsold_gas,1,No sold heat in agriculture
chp_agriculture_unsold_wood_pellets,1,No sold heat in agriculture
chp_agriculture_elec_prod_gas,1,
chp_residential_unsold_gas,1,No CHPs in households
chp_residential_unsold_wood_pellets,1,No CHPs in households
chp_residential_elec_prod_gas,1,
chp_caps_unsold_gas,1,No sold heat in services
chp_caps_unsold_wood_pellets,1,No sold heat in services
chp_caps_elec_prod_gas,1,
chp_ei_unsold_gas_turbine,1,No sold heat in energy industry
chp_ei_unsold_gas_engine,1,No sold heat in energy industry
chp_ei_unsold_gas_cc,1,No sold heat in energy industry
chp_ei_unsold_coal,1,No sold heat in energy industry
chp_ei_elec_prod_gas,1,Based on DE dataset
chp_ei_elec_prod_gas_turbine,0.492,based on Platts data; see source_analyses/es/2012/2_power_and_heat_plant/es_2012_installed_capacity.xlsx
chp_ei_elec_prod_gas_engine,0.051,based on Platts data; see source_analyses/es/2012/2_power_and_heat_plant/es_2012_installed_capacity.xlsx
chp_ei_elec_prod_gas_cc,0.457,based on Platts data; see source_analyses/es/2012/2_power_and_heat_plant/es_2012_installed_capacity.xlsx
chp_i_unsold_gas_turbine,1,No sold heat in industry
chp_i_unsold_gas_engine,1,No sold heat in industry
chp_i_unsold_gas_cc,1,No sold heat in industry
chp_i_unsold_coal,0.7,There is no sold heat in industry; but share is set to 70% to avoid negative coal demands in other industry.
chp_i_elec_prod_gas_turbine,0.492,based on Platts data; see source_analyses/es/2012/2_power_and_heat_plant/es_2012_installed_capacity.xlsx
chp_i_elec_prod_gas_engine,0.051,based on Platts data; see source_analyses/es/2012/2_power_and_heat_plant/es_2012_installed_capacity.xlsx
chp_i_elec_prod_gas_cc,0.457,based on Platts data; see source_analyses/es/2012/2_power_and_heat_plant/es_2012_installed_capacity.xlsx
chp_waste_removal_caps,1,
chp_waste_removal_industry,0,
chp_flh_heat_network_gas,3871.63350443886,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of Households: 4000; buildings: 4000; agriculture: 3600 .
chp_flh_heat_network_biogas,8000,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of all sectors 8000.
chp_flh_heat_network_wood_pellets,6000,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of all sectors 6000.
chp_flh_iei_gas_turbine,6000,
chp_flh_iei_gas_engine,6000,
chp_flh_iei_gas_cc,6000,
chp_flh_iei_coal,5000,
chp_flh_iei_wood_pellets,6000,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of all sectors 6000.
chp_flh_ma_gas,4500,
chp_flh_ma_coal,4000,
chp_flh_ma_lignite,7000,
chp_flh_ma_cofiring,4500,
chp_flh_waste,6000,
