Key,Value,Source
country,dk,
base_year,2015,
chp_allocation_protermo,0,Statistical expert
chp_allocation_iea,1,
chp_allocation_decc,0,
chp_total_heat_produciton,100000,guesstimate
chp_total_fuel_input,200000,guesstimate
chp_agriculture_unsold_gas,0.9775,To reproduce results by fuel
chp_agriculture_unsold_wood_pellets,0.99,To reproduce results by fuel
chp_agriculture_elec_prod_gas,1,To reproduce results by fuel
chp_residential_unsold_gas,1,Biogas produces enough CHP elecrtricity; no wood and gas pellets
chp_residential_unsold_wood_pellets,1,Biogas produces enough CHP elecrticity; no wood and gas pellets
chp_residential_elec_prod_gas,0,Biogas produces enough CHP elecrticity; no wood and gas pellets
chp_caps_unsold_gas,0,To create as much heat output without geeting negative wood pellets in industry.
chp_caps_unsold_wood_pellets,0,To create as much heat output without geeting negative wood pellets in industry.
chp_caps_elec_prod_gas,0.27,To create as much heat output without geeting negative wood pellets in industry.
chp_ei_unsold_gas_turbine,0.3,To reproduce results by fuel
chp_ei_unsold_gas_engine,0.3,To reproduce results by fuel
chp_ei_unsold_gas_cc,0.3,To reproduce results by fuel
chp_ei_unsold_coal,0.3,To reproduce results by fuel
chp_ei_elec_prod_gas,0.5,To reproduce results by fuel
chp_ei_elec_prod_gas_turbine,0.1,To reproduce results by fuel
chp_ei_elec_prod_gas_engine,0.1,To reproduce results by fuel
chp_ei_elec_prod_gas_cc,0.8,To reproduce results by fuel
chp_i_unsold_gas_turbine,1,To reproduce results by fuel
chp_i_unsold_gas_engine,1,To reproduce results by fuel
chp_i_unsold_gas_cc,0.94,To reproduce results by fuel
chp_i_unsold_coal,1,To reproduce results by fuel
chp_i_elec_prod_gas_turbine,0.1,To reproduce results by fuel
chp_i_elec_prod_gas_engine,0.1,To reproduce results by fuel
chp_i_elec_prod_gas_cc,0.8,To reproduce results by fuel
chp_waste_removal_caps,1,
chp_waste_removal_industry,0,
chp_flh_agriculture_gas,375,Re-estimate FLH; to match CBS installed capacities
chp_flh_agriculture_biogas,375,EnergyMatters electricity  FLH
chp_flh_agriculture_wood_pellets,375,EnergyMatters heat FLH
chp_flh_residential_gas,375,EnergyMatters electricity  FLH
chp_flh_residential_biogas,375,EnergyMatters electricity  FLH
chp_flh_residential_wood_pellets,375,EnergyMatters heat FLH
chp_flh_caps_gas,375,EnergyMatters electricity  FLH
chp_flh_caps_biogas,375,EnergyMatters electricity  FLH
chp_flh_caps_wood_pellets,375,EnergyMatters heat FLH
chp_flh_iei_gas_turbine,375,Re-estimate FLH; to match Energinet installed capacities
chp_flh_iei_gas_engine,375,Re-estimate FLH; to match Energinet installed capacities
chp_flh_iei_gas_cc,375,Re-estimate FLH; to match Energinet installed capacities
chp_flh_iei_coal,375,Re-estimate FLH; to match Energinet installed capacities
chp_flh_ma_gas,2700,Re-estimate FLH; to match Energinet installed capacities
chp_flh_ma_coal,6000,Re-estimate FLH; to match Energinet installed capacities
chp_flh_ma_lignite,4500,no lignite
chp_flh_ma_cofiring,2700,Re-estimate FLH; to match Energinet installed capacities
chp_flh_waste,8000,EnergyMatters heat FLH
