Key,Value,Source
country,pl,
base_year,2012,
primary_bio_oil,0,
primary_wood,44365,Estimate based on Eurostat data; see source analysis
max_biogenic_wasate,107000,Estimate based on Eurostat data; see source analysis
max_non_biogenic_waste,107000,Estimate based on Eurostat data; see source analysis
percentage_wood_pellets,0.75,Assumption
percentage_torrified_biomass_pellets,0.25,Assumption
regasified_lng,0,GIE (see source_analyses/EU/2013)
regasified_bio_lng,0,Assumption (see source_analyses/EU/2013)
percentage_steam_methane_reforming,0.6,Assumption
percentage_steam_methane_reforming_ccs,0,Assumption
percentage_local_electrolysis,0.4,Assumption
